OBJECTID,LAD22CD,LAD22NM,BNG_E,BNG_N,LONG,LAT,SHAPE_Length,SHAPE_Area
134,E07000112,Folkestone and Hythe,610318,134595,1.000795,51.072128,151365.397197807,365467308.184132
135,E07000113,Swale,593583,161818,0.77689302,51.32251,109855.355161473,422001847.537362
136,E07000114,Thanet,631839,166752,1.328226,51.35252,59278.3738110156,112464079.036691
137,E07000115,Tonbridge and Malling,564014,153898,0.34930599,51.260639,109904.597735199,240973324.495362
138,E07000116,Tunbridge Wells,573139,136599,0.471632,51.102539,150582.555352952,331328785.658416
139,E07000117,Burnley,384886,430882,-2.2307999,53.774059,57758.3849479257,110683988.566855
140,E07000118,Chorley,359189,419724,-2.61921,53.672401,95553.28815079,202905506.241302
141,E07000119,Fylde,339554,433811,-2.9191401,53.797089,77382.1894679505,181731239.022532
142,E07000120,Hyndburn,374407,428971,-2.3896401,53.756481,42725.5895458216,73006531.994888
143,E07000121,Lancaster,356896,464988,-2.6603,54.07901,180293.05419528,653896975.124828
144,E07000122,Pendle,387637,443368,-2.18957,53.88636,79240.7874487148,169380123.604626
145,E07000123,Preston,352825,436432,-2.7180901,53.822021,71117.987874445,142944810.106093
146,E07000124,Ribble Valley,372687,447676,-2.4173999,53.9245,150567.848726776,584462410.815407
147,E07000125,Rossendale,382827,420955,-2.2614901,53.68478,71146.5805886303,138040945.395571
148,E07000126,South Ribble,352017,425840,-2.7287099,53.726749,75381.1691289276,114615037.81846
149,E07000127,West Lancashire,342611,413270,-2.8689301,53.612831,145999.774632111,380965598.950334
150,E07000128,Wyre,347295,445159,-2.8035901,53.89991,139172.008154501,328789981.862474
151,E07000129,Blaby,454385,297994,-1.1988699,52.577061,100814.853323911,130468683.747392
152,E07000130,Charnwood,458365,316155,-1.13694,52.739899,115467.998574257,279042271.32713
153,E07000131,Harborough,474549,293875,-0.90228999,52.537659,185943.110691819,592692009.023487
154,E07000132,Hinckley and Bosworth,439538,301379,-1.41755,52.608768,111542.038513824,297351522.797929
155,E07000133,Melton,477328,323472,-0.85439998,52.803291,140624.572169109,481380450.704316
156,E07000134,North West Leicestershire,439111,316252,-1.4220901,52.7425,116450.135016811,279328099.663439
157,E07000135,Oadby and Wigston,461543,299379,-1.0930001,52.588749,31168.1447108195,23526168.5617815
158,E07000136,Boston,526851,343953,-0.11218,52.97794,114895.261356042,397792639.440678
159,E07000137,East Lindsey,534861,376064,0.020516001,53.264462,212614.899578019,1830857187.04966
160,E07000138,Lincoln,496347,370096,-0.55848002,53.219212,32968.7309952947,35690262.1784105
161,E07000139,North Kesteven,502135,354788,-0.47670001,53.080582,181805.062441591,922471413.91775
162,E07000140,South Holland,532910,322928,-0.03057,52.787579,193033.601421038,815503784.388168
163,E07000141,South Kesteven,501406,328986,-0.49564999,52.84885,209809.642173754,942585741.048617
164,E07000142,West Lindsey,499314,390326,-0.50774002,53.40044,247204.136151344,1157652118.37819
165,E07000143,Breckland,591015,303330,0.81871599,52.594212,239522.366983952,1305116636.281
166,E07000144,Broadland,619864,315909,1.252317,52.69622,202153.182977637,553244263.927299
167,E07000145,Great Yarmouth,646761,315881,1.64951,52.684391,85343.7808652351,182555455.768242
168,E07000146,King's Lynn and West Norfolk,571219,315805,0.533243,52.71283,286981.939883618,1526887176.6474
169,E07000147,North Norfolk,611076,330857,1.132099,52.833889,234838.513619792,990128094.464525
170,E07000148,Norwich,622355,309773,1.284979,52.640129,91962.5996336807,40554064.2412462
171,E07000149,South Norfolk,628990,295823,1.373233,52.51218,231379.2255872,908906500.68074
172,E07000163,Craven,389513,461989,-2.16168,54.053761,199881.375346452,1178807535.35562
173,E07000164,Hambleton,443009,490546,-1.34049,54.30872,298682.454054928,1311256293.98625
174,E07000165,Harrogate,427473,464652,-1.58161,54.07708,246981.310508244,1309117875.80086
175,E07000166,Richmondshire,401039,495786,-1.98552,54.357609,221692.587160329,1318702662.09829
176,E07000167,Ryedale,474645,478532,-0.85734999,54.197128,290619.983456081,1576581127.0431
177,E07000168,Scarborough,487119,504929,-0.65851003,54.432339,260888.144834405,755507449.086392
178,E07000169,Selby,457551,426670,-1.1290801,53.733269,171487.04296683,602228016.983779
179,E07000170,Ashfield,450035,355843,-1.25422,53.097469,69168.0549787648,109557954.123823
180,E07000171,Bassetlaw,468073,384835,-0.97869998,53.356041,155034.048924792,639492618.491236
181,E07000172,Broxtowe,449829,341893,-1.2594399,52.972099,65996.6218856488,80098843.9171336
182,E07000173,Gedling,459184,347811,-1.1190701,53.024342,69750.8310113413,119981502.245994
183,E07000174,Mansfield,455047,363637,-1.17804,53.16703,51089.9016277907,76696927.4927333
184,E07000175,Newark and Sherwood,470624,357451,-0.94643003,53.1096,179813.123978475,651835341.530325
185,E07000176,Rushcliffe,466606,335453,-1.01097,52.912399,123321.322043074,409231546.467434
186,E07000177,Cherwell,449301,221201,-1.28506,51.887199,225617.39516414,588745404.830571
187,E07000178,Oxford,452277,206368,-1.24405,51.753571,34993.844626057,45602825.5071329
188,E07000179,South Oxfordshire,463890,191964,-1.07847,51.622879,205550.098477863,678492168.086991
189,E07000180,Vale of White Horse,435693,195197,-1.48543,51.65443,176033.370660927,578679719.457616
190,E07000181,West Oxfordshire,434343,215816,-1.50292,51.839901,160237.256592195,714422037.287567
191,E07000187,Mendip,362238,144090,-2.54178,51.194759,198844.392404698,739435455.841386
192,E07000188,Sedgemoor,338429,143998,-2.8824601,51.19186,203175.549017986,605947533.661341
193,E07000189,South Somerset,345633,120798,-2.7758801,50.98399,240841.63971165,959070917.2185
194,E07000192,Cannock Chase,401261,311553,-1.98277,52.70166,50125.8394489736,78882578.3520859
195,E07000193,East Staffordshire,412601,326569,-1.81438,52.83651,183691.288895756,389987122.842961
196,E07000194,Lichfield,416283,310967,-1.7604899,52.696152,127463.170739767,331294321.205449
197,E07000195,Newcastle-under-Lyme,378199,345174,-2.3263099,53.003448,108251.653778863,210957295.971413
198,E07000196,South Staffordshire,389625,311037,-2.1549499,52.696918,184884.661607311,407322353.329086
199,E07000197,Stafford,389001,327836,-2.1647501,52.847919,159072.547255001,598172189.401383
200,E07000198,Staffordshire Moorlands,400543,352443,-1.99334,53.069241,152441.966463739,575849809.00905
201,E07000199,Tamworth,421455,302550,-1.68451,52.620312,30729.4523914775,30850724.0119237
202,E07000200,Babergh,599987,244692,0.91614902,52.064499,171552.297348285,611604139.496087
203,E07000202,Ipswich,617161,244456,1.166145,52.05592,36991.1313647468,40300103.5216205
204,E07000203,Mid Suffolk,611646,262338,1.096953,52.21859,191151.730303906,871070710.020504
205,E07000207,Elmbridge,511882,163658,-0.39441001,51.360981,52204.4385998147,96334273.0767884
206,E07000208,Epsom and Ewell,521176,161475,-0.26172,51.339451,28503.8092975754,34079154.5370545
207,E07000209,Guildford,500408,151481,-0.56256998,51.253658,128412.382018559,270931144.020454
208,E07000210,Mole Valley,518377,148953,-0.30603001,51.227489,105397.031980434,258321090.604305
209,E07000211,Reigate and Banstead,525786,152574,-0.19870999,51.258461,79917.0905767467,129143817.748342
210,E07000212,Runnymede,501777,166979,-0.53855002,51.392731,45677.0075249019,78040680.6378717
211,E07000213,Spelthorne,507012,169622,-0.46254,51.41552,44131.1428612106,51161350.4100232
212,E07000214,Surrey Heath,491362,160483,-0.68985999,51.336102,53557.764578556,95092963.0021621
213,E07000215,Tandridge,536365,150325,-0.048050001,51.235809,83131.8930481928,248194582.981034
214,E07000216,Waverley,496363,140635,-0.62343001,51.15686,125428.597835175,345170238.491103
215,E07000217,Woking,499087,157542,-0.57981998,51.308369,54780.2122292831,63603608.2943929
216,E07000218,North Warwickshire,425570,296399,-1.6242,52.564838,113228.857831829,284261518.650405
217,E07000219,Nuneaton and Bedworth,435419,289352,-1.47965,52.500938,48147.0588079887,78950267.1631018
218,E07000220,Rugby,446498,276244,-1.31828,52.382278,115087.243633919,353557317.712628
219,E07000221,Stratford-on-Avon,425019,251536,-1.63565,52.161541,261369.031234586,977869032.993451
220,E07000222,Warwick,428484,267113,-1.58369,52.301418,116714.078810518,282882324.59023
221,E07000223,Adur,518076,106472,-0.32416999,50.845718,35423.6351238714,43647956.2359693
222,E07000224,Arun,495144,105723,-0.64999002,50.843208,115961.388448804,224703265.774671
223,E07000225,Chichester,490285,116600,-0.71630001,50.941769,170427.55667459,812415119.661381
224,E07000226,Crawley,526390,137581,-0.19532999,51.123569,38798.5820994218,44971227.3987444
225,E07000227,Horsham,513674,123840,-0.38126001,51.00272,157496.419116216,530962077.784114
226,E07000228,Mid Sussex,533054,130623,-0.10272,51.059528,132901.26791811,334029216.736203
227,E07000229,Worthing,512679,104948,-0.40127,50.833099,29096.7484644243,33783042.7071096
228,E07000234,Bromsgrove,399840,273736,-2.0037601,52.361691,113128.333688222,216968441.120776
229,E07000235,Malvern Hills,377465,252197,-2.3308899,52.16758,230594.571309953,577070951.886245
230,E07000236,Redditch,403705,265253,-1.9471,52.285412,41300.3373143932,54250908.2602637
231,E07000237,Worcester,385725,255196,-2.2102499,52.19482,31261.2304343563,33278111.1237198
232,E07000238,Wychavon,398991,247839,-2.01614,52.12886,219510.915753207,663542007.469118
233,E07000239,Wyre Forest,384106,276388,-2.2349401,52.3853,100861.152767908,195403730.262189
234,E07000240,St Albans,514580,209623,-0.3407,51.77356,72941.6954485127,161205788.992178
235,E07000241,Welwyn Hatfield,525345,208467,-0.18517999,51.760872,82383.3616268959,129536962.915247
236,E07000242,East Hertfordshire,537995,220370,0.0027389999,51.864849,135178.027176787,475669142.173311
237,E07000243,Stevenage,524622,224531,-0.18987,51.905392,28585.161430964,25969247.2625533
238,E07000244,East Suffolk,636043,266272,1.4561861,52.243992,245650.934924672,1294835923.27833
239,E07000245,West Suffolk,580944,271124,0.65276903,52.308418,274539.879009979,1034675737.77463
240,E07000246,Somerset West and Taunton,304961,130227,-3.35764,51.06348,279493.592878174,1210524864.19038
241,E08000001,Bolton,368352,409873,-2.4795201,53.584492,82643.5197746866,139792040.674584
242,E08000002,Bury,379658,410768,-2.3088,53.593102,68535.7621537224,99460098.0884511
243,E08000003,Manchester,384591,397063,-2.2335899,53.470089,86841.9510631882,115648443.589943
244,E08000004,Oldham,396603,406784,-2.0527401,53.557678,71145.2166053479,142344867.617202
245,E08000005,Rochdale,390315,412326,-2.14784,53.60741,82706.3709034793,158128218.886515
246,E08000006,Salford,374556,398128,-2.38485,53.479271,63262.7594028189,97197259.6334312
247,E08000007,Stockport,391806,388264,-2.12467,53.391159,73631.0890907972,126040348.489412
248,E08000008,Tameside,394987,397995,-2.0769999,53.478668,55973.0550571155,103154247.722568
249,E08000009,Trafford,375790,391162,-2.36572,53.41671,60714.9991313481,106044604.786096
250,E08000010,Wigan,362136,402125,-2.5724699,53.514439,88682.4116794716,188171014.795668
251,E08000011,Knowsley,344762,393778,-2.8329699,53.437881,68163.8832839652,86500031.7271365
252,E08000012,Liverpool,339361,390553,-2.91364,53.408298,67266.4172620812,133533748.841649
253,E08000013,St. Helens,353412,395992,-2.7031,53.458618,76379.8122163683,136358780.853151
254,E08000014,Sefton,334282,398832,-2.99177,53.482101,115703.659536219,202462446.366116
255,E08000015,Wirral,329110,386965,-3.0670099,53.374779,84352.5790189485,253443639.536028
256,E08000016,Barnsley,429979,403327,-1.54925,53.525768,126418.480693043,329077576.744516
257,E08000017,Doncaster,459167,403735,-1.10894,53.52697,135202.573544651,568535459.386684
258,E08000018,Rotherham,447542,388980,-1.28651,53.395531,106146.658844867,286534378.866634
259,E08000019,Sheffield,430511,389736,-1.54254,53.40358,132824.242952115,367929997.213249
260,E08000021,Newcastle upon Tyne,422287,569661,-1.65297,55.021,61698.2033641291,115108949.401407
261,E08000022,North Tyneside,431471,570602,-1.50923,55.028961,65615.9218961298,84810132.5115027
262,E08000023,South Tyneside,435514,564057,-1.44679,54.969879,47103.7421651187,67074150.0305294
263,E08000024,Sunderland,436470,551524,-1.43344,54.857189,70237.301739759,139617987.430077
264,E08000025,Birmingham,408150,287352,-1.88141,52.484039,106250.794014247,267791151.737895
265,E08000026,Coventry,432807,279689,-1.51908,52.41423,54052.4494128152,98639088.6565498
266,E08000027,Dudley,393191,288584,-2.1017101,52.495129,75372.2907122194,97958229.5123974
267,E08000028,Sandwell,399573,290764,-2.00771,52.514771,59201.685245006,85558906.1867164
268,E08000029,Solihull,419434,281483,-1.71558,52.431,101023.266819082,178282023.161129
269,E08000030,Walsall,402098,300804,-1.97044,52.60503,59399.7390444175,103973530.000831
270,E08000031,Wolverhampton,391463,300016,-2.12746,52.597881,56050.1278266088,69436685.126745
271,E08000032,Bradford,408395,438626,-1.87389,53.843819,135914.965732404,366419689.514742
272,E08000033,Calderdale,402617,424896,-1.96182,53.720482,107684.893783348,363960946.597264
273,E08000034,Kirklees,414586,416223,-1.7808501,53.64233,125665.908370182,408551667.407126
274,E08000035,Leeds,432528,436384,-1.50736,53.822731,161516.600530211,551706498.093345
275,E08000036,Wakefield,438366,418235,-1.42092,53.659222,109444.438663069,338619719.483596
276,E08000037,Gateshead,420158,559652,-1.68696,54.931149,80255.8288635333,144054123.752166
277,E09000001,City of London,532381,181359,-0.093529999,51.515652,9615.49873267278,3147460.27332605
278,E09000002,Barking and Dagenham,547757,185111,0.12947901,51.545551,37054.7183960575,37781772.4831076
279,E09000003,Barnet,523472,191753,-0.21821,51.61108,50815.597517739,86748227.8830847
280,E09000004,Bexley,549202,175434,0.146212,51.458221,43433.3552431278,64312847.9005446
281,E09000005,Brent,519615,186468,-0.27568001,51.564411,38331.0017512769,43232684.1275814
282,E09000006,Bromley,542036,165708,0.039246,51.372669,76141.6277070387,150130427.159217
283,E09000007,Camden,527492,184284,-0.16289,51.54306,26149.495598481,21789308.5952668
284,E09000008,Croydon,533922,164745,-0.077610001,51.365978,58688.2842361554,86496808.3292477
285,E09000009,Ealing,517057,181960,-0.31406999,51.524429,47432.5829098616,55544376.0321627
286,E09000010,Enfield,532829,196197,-0.081469998,51.64888,41061.1111768429,82200174.2971125
287,E09000011,Greenwich,542507,175879,0.050092999,51.46394,45482.7375242832,50439344.6325748
288,E09000012,Hackney,534560,185787,-0.060449999,51.55492,25374.028868182,19046912.9774281
289,E09000013,Hammersmith and Fulham,523867,177993,-0.21735001,51.487331,23930.4997149472,17153953.6840945
290,E09000014,Haringey,531262,189349,-0.10667,51.587711,29011.100205627,29598417.6467309
291,E09000015,Harrow,515356,189736,-0.33603001,51.594669,33734.6081061469,50463307.3829094
292,E09000016,Havering,555032,187514,0.235368,51.565189,63921.1127081473,114457476.354853
293,E09000017,Hillingdon,508166,183120,-0.44182,51.536629,63883.1561402852,115700600.04995
294,E09000018,Hounslow,512742,174965,-0.37847,51.462429,57603.1816477849,56585426.7224442
295,E09000019,Islington,531158,184647,-0.10992,51.545479,20720.1949694478,14856680.6578682
296,E09000020,Kensington and Chelsea,525757,179053,-0.18976,51.496441,20990.4534939823,12383966.9696697
297,E09000021,Kingston upon Thames,519508,167389,-0.28367001,51.39296,37527.9493942753,37265392.9153298
298,E09000022,Lambeth,531117,175629,-0.11386,51.464451,34173.5724937858,27237356.6868511
299,E09000023,Lewisham,537889,173344,-0.01733,51.44231,40996.9281928527,35317111.2417139
300,E09000024,Merton,526069,169507,-0.18866999,51.410568,32340.3771201137,37624746.5277877
301,E09000025,Newham,540714,183344,0.027275,51.531471,31815.7869143555,38581475.4892347
302,E09000026,Redbridge,543512,189477,0.070084997,51.58588,45772.5918328997,56440343.7167531
303,E09000027,Richmond upon Thames,519005,172650,-0.28913999,51.44035,52350.9693273389,58761152.6496177
